state,collection_date,Inpatient Beds Occupied Estimated (All Inpatient),Count LL (All Inpatient),Count UL (All Inpatient),Percentage of Inpatient Beds Occupied Estimated (All Inpatient),Percentage LL (All Inpatient),Percentage UL (All Inpatient),Total Inpatient Beds (All Inpatient),Total LL (All Inpatient),Total UL (All Inpatient),Inpatient Beds Occupied by COVID-19 Patients Estimated (COVID-19 Inpatient),Count LL (COVID-19 Inpatient),Count UL (COVID-19 Inpatient),Percentage of Inpatient Beds Occupied by COVID-19 Patients Estimated (COVID-19 Inpatient),Percentage LL (COVID-19 Inpatient),Percentage UL (COVID-19 Inpatient),Total Inpatient Beds (COVID-19 Inpatient),Total LL (COVID-19 Inpatient),Total UL (COVID-19 Inpatient),Staffed Adult ICU Beds Occupied Estimated (ICU),Count LL (ICU),Count UL (ICU),Percentage of Staffed Adult ICU Beds Occupied Estimated (ICU),Percentage LL (ICU),Percentage UL (ICU),Total Staffed Adult ICU Beds (ICU),Total LL (ICU),Total UL (ICU),geocoded_state
GA,2020/11/13,"15,474","15,474","15,474",81.65,81.65,81.65,"18,951","18,951","18,951","2,070","2,067","2,073",10.92,10.92,10.92,"18,951","18,951","18,951","2,277","2,277","2,277",85.54,85.54,85.54,"2,662","2,662","2,662",POINT (-83.426574 32.638481)
ID,2020/11/13,"1,937","1,937","1,937",54.98,54.98,54.98,"3,523","3,523","3,523",381,381,381,10.81,10.81,10.81,"3,523","3,523","3,523",200,200,200,68.26,68.26,68.26,293,293,293,POINT (-114.659366 44.389073)
IN,2020/11/13,"11,452","11,452","11,452",69.21,69.21,69.21,"16,546","16,546","16,546","2,600","2,600","2,600",15.71,15.71,15.71,"16,546","16,546","16,546","1,631","1,631","1,631",76.18,76.18,76.18,"2,141","2,137","2,145",POINT (-86.2818 39.919991)
KS,2020/11/13,"4,700","4,694","4,705",61.38,60.48,62.28,"7,656","7,611","7,701",966,958,973,12.61,11.93,13.3,"7,656","7,611","7,701",630,628,633,79.71,79.02,80.4,791,791,791,POINT (-98.38018 38.484729)
LA,2020/11/13,"8,856","8,856","8,856",68.88,68.88,68.88,"12,858","12,858","12,858",697,684,710,5.52,5.52,5.52,"12,858","12,858","12,858","1,304","1,304","1,304",70.99,70.99,70.99,"1,837","1,837","1,837",POINT (-91.840238 30.921314)
MD,2020/11/13,"8,369","8,369","8,369",82.96,82.96,82.96,"10,088","10,088","10,088","1,306","1,306","1,306",12.95,12.95,12.95,"10,088","10,088","10,088","1,006","1,006","1,006",78.59,78.59,78.59,"1,280","1,280","1,280",POINT (-76.687282 38.946466)
MI,2020/11/13,"17,396","17,394","17,399",79.82,79.31,80.33,"21,795","21,733","21,857","3,290","3,290","3,290",15.1,14.87,15.32,"21,795","21,733","21,857","2,166","2,166","2,166",83.6,83.5,83.7,"2,591","2,590","2,592",POINT (-85.730977 44.874798)
AL,2020/11/14,"10,159","10,153","10,166",71.77,71.51,72.02,"14,156","14,137","14,175","1,314","1,291","1,337",9.28,8.22,10.35,"14,156","14,137","14,175","1,252","1,250","1,253",84.74,84.26,85.22,"1,477","1,474","1,480",POINT (-86.844516 32.756889)
AZ,2020/11/14,"9,706","9,595","9,816",72.75,69.76,75.75,"13,340","13,162","13,519","1,512","1,506","1,517",11.35,10.41,12.28,"13,340","13,162","13,519","1,223","1,220","1,226",63.43,62.9,63.96,"1,928","1,923","1,933",POINT (-111.664616 34.293239)
CA,2020/11/14,"44,070","44,001","44,140",70.79,70.46,71.12,"62,254","62,162","62,347","4,452","4,437","4,467",7.16,6.99,7.33,"62,254","62,162","62,347","5,220","5,215","5,225",72.1,71.88,72.31,"7,240","7,235","7,245",POINT (-119.662127 37.211164)
CT,2020/11/14,"6,003","6,003","6,003",73.42,73.42,73.42,"8,176","8,176","8,176",913,913,913,11.17,11.17,11.17,"8,176","8,176","8,176",542,542,542,51.37,51.37,51.37,"1,055","1,055","1,055",POINT (-72.738288 41.575155)
DC,2020/11/14,"2,413","2,413","2,413",82.44,82.44,82.44,"2,927","2,927","2,927",216,216,216,7.38,7.38,7.38,"2,927","2,927","2,927",278,278,278,75.14,75.14,75.14,370,370,370,POINT (-77.016275 38.904785)
GA,2020/11/14,"14,779","14,758","14,800",78.13,77.78,78.48,"18,917","18,891","18,943","2,061","2,061","2,061",10.89,10.8,10.99,"18,917","18,891","18,943","2,250","2,248","2,252",83.92,83.64,84.21,"2,681","2,678","2,684",POINT (-83.426574 32.638481)
ID,2020/11/14,"1,814","1,814","1,814",51.73,51.73,51.73,"3,507","3,507","3,507",367,367,367,10.46,10.46,10.46,"3,507","3,507","3,507",202,202,202,68.94,68.94,68.94,293,293,293,POINT (-114.659366 44.389073)
IN,2020/11/14,"10,731","10,731","10,731",64.9,64.9,64.9,"16,534","16,534","16,534","2,612","2,612","2,612",15.8,15.8,15.8,"16,534","16,534","16,534","1,610","1,610","1,610",74.64,74.64,74.64,"2,157","2,153","2,161",POINT (-86.2818 39.919991)
KS,2020/11/14,"4,550","4,540","4,560",59.39,58.77,60.01,"7,661","7,632","7,690",945,941,949,12.34,11.95,12.72,"7,661","7,632","7,690",611,611,611,76.86,76.86,76.86,795,795,795,POINT (-98.38018 38.484729)
LA,2020/11/14,"8,508","8,504","8,513",66.73,66.73,66.73,"12,751","12,751","12,751",696,684,708,5.56,5.56,5.56,"12,751","12,751","12,751","1,268","1,268","1,268",70.17,70.17,70.17,"1,807","1,807","1,807",POINT (-91.840238 30.921314)
MD,2020/11/14,"8,066","8,064","8,067",81.25,81.25,81.25,"9,927","9,927","9,927","1,288","1,283","1,293",12.97,12.97,12.97,"9,927","9,927","9,927",992,992,992,78.79,78.79,78.79,"1,259","1,259","1,259",POINT (-76.687282 38.946466)
MI,2020/11/14,"17,013","16,951","17,075",77.95,77.07,78.84,"21,825","21,750","21,900","3,356","3,346","3,366",15.38,15.03,15.73,"21,825","21,750","21,900","2,163","2,159","2,168",83.65,83.15,84.15,"2,586","2,581","2,591",POINT (-85.730977 44.874798)
AL,2020/11/15,"9,971","9,911","10,032",70.36,68.98,71.73,"14,172","14,094","14,250","1,332","1,321","1,342",9.4,8.81,9.98,"14,172","14,094","14,250","1,244","1,238","1,251",84.13,82.9,85.37,"1,479","1,473","1,485",POINT (-86.844516 32.756889)
AZ,2020/11/15,"9,344","9,234","9,455",70.55,67.54,73.57,"13,244","13,065","13,423","1,573","1,569","1,577",11.9,10.94,12.85,"13,244","13,065","13,423","1,144","1,144","1,144",60.18,58.92,61.43,"1,901","1,886","1,916",POINT (-111.664616 34.293239)
CA,2020/11/15,"42,583","42,440","42,725",69.1,68.37,69.82,"61,626","61,442","61,810","4,612","4,597","4,627",7.49,7.27,7.72,"61,626","61,442","61,810","5,153","5,148","5,158",71.89,71.68,72.1,"7,168","7,163","7,173",POINT (-119.662127 37.211164)
CT,2020/11/15,"5,789","5,789","5,789",70.8,70.8,70.8,"8,176","8,176","8,176",934,934,934,11.42,11.42,11.42,"8,176","8,176","8,176",540,540,540,51.18,51.18,51.18,"1,055","1,055","1,055",POINT (-72.738288 41.575155)
DC,2020/11/15,"2,335","2,335","2,335",80.99,80.99,80.99,"2,883","2,883","2,883",190,181,198,6.57,6.57,6.57,"2,883","2,883","2,883",259,259,259,69.81,69.81,69.81,371,371,371,POINT (-77.016275 38.904785)
GA,2020/11/15,"14,428","14,399","14,456",76.51,76.04,76.97,"18,858","18,823","18,892","1,994","1,991","1,997",10.57,10.42,10.73,"18,858","18,823","18,892","2,183","2,180","2,186",81.64,81.23,82.04,"2,674","2,670","2,678",POINT (-83.426574 32.638481)
ID,2020/11/15,"1,792","1,792","1,792",50.92,50.92,50.92,"3,519","3,511","3,527",399,399,399,11.34,11.34,11.34,"3,519","3,511","3,527",200,198,201,68.56,68.56,68.56,291,291,291,POINT (-114.659366 44.389073)
IN,2020/11/15,"10,525","10,525","10,525",63.63,63.63,63.63,"16,541","16,541","16,541","2,754","2,754","2,754",16.65,16.65,16.65,"16,541","16,541","16,541","1,596","1,596","1,596",73.92,73.92,73.92,"2,159","2,156","2,162",POINT (-86.2818 39.919991)
KS,2020/11/15,"4,444","4,438","4,450",58.06,57.54,58.57,"7,654","7,627","7,681","1,028","1,027","1,029",13.43,13.18,13.69,"7,654","7,627","7,681",632,632,632,78.31,78.31,78.31,807,807,807,POINT (-98.38018 38.484729)
LA,2020/11/15,"8,346","8,339","8,353",65.62,65.62,65.62,"12,718","12,718","12,718",744,739,749,5.96,5.96,5.96,"12,718","12,718","12,718","1,245","1,245","1,245",69.05,69.05,69.05,"1,803","1,803","1,803",POINT (-91.840238 30.921314)
MD,2020/11/15,"7,824","7,730","7,918",79.32,79.32,79.32,"9,864","9,864","9,864","1,328","1,328","1,328",13.46,13.46,13.46,"9,864","9,864","9,864",969,963,975,76.78,74.97,78.6,"1,262","1,252","1,272",POINT (-76.687282 38.946466)
MI,2020/11/15,"16,206","16,101","16,312",74.81,73.34,76.28,"21,664","21,545","21,782","3,497","3,473","3,520",16.14,15.45,16.83,"21,664","21,545","21,782","2,119","2,111","2,126",82,81.11,82.89,"2,584","2,575","2,593",POINT (-85.730977 44.874798)
AL,2020/11/16,"10,164","10,150","10,178",71.98,71.98,71.98,"14,121","14,121","14,121","1,358","1,356","1,359",9.61,9.61,9.61,"14,121","14,121","14,121","1,266","1,264","1,267",84.42,84.42,84.42,"1,499","1,499","1,499",POINT (-86.844516 32.756889)
AZ,2020/11/16,"9,511","9,496","9,526",71.68,71.13,72.24,"13,268","13,229","13,306","1,654","1,649","1,659",12.49,12.18,12.79,"13,268","13,229","13,306","1,170","1,168","1,171",61.01,60.69,61.32,"1,917","1,914","1,920",POINT (-111.664616 34.293239)
CA,2020/11/16,"42,744","42,531","42,958",69.27,68.23,70.31,"61,705","61,466","61,944","4,909","4,877","4,942",7.96,7.53,8.39,"61,705","61,466","61,944","5,140","5,091","5,189",71.12,69.11,73.14,"7,227","7,175","7,279",POINT (-119.662127 37.211164)
CT,2020/11/16,"5,688","5,688","5,688",69.74,69.74,69.74,"8,156","8,156","8,156","1,000",998,"1,002",12.26,12.26,12.26,"8,156","8,156","8,156",546,546,546,51.75,51.75,51.75,"1,055","1,055","1,055",POINT (-72.738288 41.575155)
DC,2020/11/16,"2,339","2,339","2,339",80.49,80.49,80.49,"2,906","2,906","2,906",214,214,214,7.36,7.36,7.36,"2,906","2,906","2,906",264,264,264,72.33,72.33,72.33,365,365,365,POINT (-77.016275 38.904785)
GA,2020/11/16,"14,458","14,441","14,475",76.63,76.34,76.92,"18,867","18,845","18,890","2,114","2,112","2,115",11.2,11.1,11.3,"18,867","18,845","18,890","2,148","2,146","2,150",80.9,80.71,81.1,"2,655","2,653","2,657",POINT (-83.426574 32.638481)
ID,2020/11/16,"1,830","1,825","1,835",52.26,51.73,52.78,"3,502","3,493","3,511",386,385,386,11.01,10.77,11.24,"3,502","3,493","3,511",196,196,196,66.89,66.89,66.89,293,293,293,POINT (-114.659366 44.389073)
IN,2020/11/16,"10,651","10,643","10,659",64.51,64.51,64.51,"16,510","16,510","16,510","2,942","2,941","2,943",17.82,17.82,17.82,"16,510","16,510","16,510","1,610","1,610","1,610",74.57,74.57,74.57,"2,159","2,156","2,162",POINT (-86.2818 39.919991)
KS,2020/11/16,"4,490","4,483","4,497",58.74,58.27,59.2,"7,644","7,624","7,664","1,056","1,053","1,060",13.82,13.51,14.13,"7,644","7,624","7,664",637,637,637,78.26,78.26,78.26,814,814,814,POINT (-98.38018 38.484729)
LA,2020/11/16,"8,350","8,350","8,350",65.56,65.56,65.56,"12,737","12,737","12,737",810,808,812,6.48,6.48,6.48,"12,737","12,737","12,737","1,243","1,243","1,243",69.33,69.33,69.33,"1,793","1,793","1,793",POINT (-91.840238 30.921314)
MD,2020/11/16,"7,997","7,997","7,997",79.23,79.23,79.23,"10,094","10,094","10,094","1,436","1,436","1,436",14.23,14.23,14.23,"10,094","10,094","10,094",985,985,985,77.62,77.62,77.62,"1,269","1,269","1,269",POINT (-76.687282 38.946466)
MI,2020/11/16,"16,356","16,353","16,358",75.96,75.96,75.96,"21,533","21,533","21,533","3,668","3,668","3,668",17.03,17.03,17.03,"21,533","21,533","21,533","2,135","2,135","2,135",82.05,82.05,82.05,"2,602","2,602","2,602",POINT (-85.730977 44.874798)
AL,2020/11/17,"10,702","10,702","10,702",75.6,75.6,75.6,"14,156","14,156","14,156","1,394","1,389","1,398",9.84,9.84,9.84,"14,156","14,156","14,156","1,290","1,290","1,290",85.94,85.94,85.94,"1,501","1,501","1,501",POINT (-86.844516 32.756889)
AZ,2020/11/17,"10,047","10,043","10,051",74.24,74.09,74.38,"13,534","13,524","13,544","1,734","1,728","1,741",12.84,12.55,13.12,"13,534","13,524","13,544","1,231","1,231","1,231",63.13,63.13,63.13,"1,950","1,950","1,950",POINT (-111.664616 34.293239)
CA,2020/11/17,"45,450","45,320","45,579",72.5,71.75,73.24,"62,692","62,476","62,907","5,080","5,063","5,097",8.1,7.84,8.37,"62,692","62,476","62,907","5,419","5,408","5,430",74.55,74.03,75.06,"7,269","7,253","7,285",POINT (-119.662127 37.211164)
CT,2020/11/17,"5,989","5,989","5,989",73.18,73.18,73.18,"8,184","8,184","8,184","1,012","1,012","1,012",12.37,12.37,12.37,"8,184","8,184","8,184",558,558,558,52.89,52.89,52.89,"1,055","1,055","1,055",POINT (-72.738288 41.575155)
DC,2020/11/17,"2,422","2,422","2,422",83.49,83.49,83.49,"2,901","2,901","2,901",234,234,234,8.07,8.07,8.07,"2,901","2,901","2,901",280,280,280,75.88,75.88,75.88,369,369,369,POINT (-77.016275 38.904785)
GA,2020/11/17,"14,848","14,839","14,857",78.26,78.11,78.41,"18,972","18,960","18,984","2,098","2,098","2,098",11.06,11.02,11.1,"18,972","18,960","18,984","2,192","2,190","2,193",81.99,81.83,82.14,"2,673","2,673","2,673",POINT (-83.426574 32.638481)
ID,2020/11/17,"1,912","1,910","1,913",58.83,58.83,58.83,"3,249","3,249","3,249",399,399,399,12.28,12.28,12.28,"3,249","3,249","3,249",207,207,207,70.89,70.89,70.89,292,292,292,POINT (-114.659366 44.389073)
IN,2020/11/17,"11,154","11,154","11,154",67.49,67.49,67.49,"16,527","16,527","16,527","3,017","3,016","3,018",18.25,18.25,18.25,"16,527","16,527","16,527","1,695","1,695","1,695",78.29,78.29,78.29,"2,165","2,165","2,165",POINT (-86.2818 39.919991)
KS,2020/11/17,"4,758","4,749","4,766",62.57,62.2,62.95,"7,603","7,591","7,615","1,124","1,123","1,125",14.78,14.65,14.91,"7,603","7,591","7,615",649,648,650,81.64,81.45,81.82,795,795,795,POINT (-98.38018 38.484729)
LA,2020/11/17,"8,652","8,649","8,654",67.76,67.76,67.76,"12,768","12,768","12,768",818,816,819,6.52,6.52,6.52,"12,768","12,768","12,768","1,284","1,284","1,285",71.62,71.54,71.7,"1,794","1,793","1,794",POINT (-91.840238 30.921314)
MD,2020/11/17,"8,248","8,248","8,248",81.3,81.3,81.3,"10,145","10,145","10,145","1,480","1,480","1,480",14.59,14.59,14.59,"10,145","10,145","10,145",997,997,997,77.53,77.53,77.53,"1,286","1,286","1,286",POINT (-76.687282 38.946466)
MI,2020/11/17,"17,166","17,129","17,203",79.25,78.74,79.76,"21,660","21,619","21,701","3,803","3,801","3,805",17.56,17.39,17.72,"21,660","21,619","21,701","2,238","2,238","2,238",83.35,83.35,83.35,"2,685","2,685","2,685",POINT (-85.730977 44.874798)
AL,2020/11/18,"10,907","10,907","10,907",77.16,77.16,77.16,"14,136","14,136","14,136","1,373","1,373","1,373",9.71,9.71,9.71,"14,136","14,136","14,136","1,313","1,313","1,313",87.42,87.42,87.42,"1,502","1,502","1,502",POINT (-86.844516 32.756889)
AZ,2020/11/18,"10,288","10,288","10,288",75.63,75.63,75.63,"13,603","13,603","13,603","1,794","1,794","1,794",13.21,13.21,13.21,"13,603","13,603","13,603","1,264","1,261","1,267",63.68,63.68,63.68,"1,985","1,985","1,985",POINT (-111.664616 34.293239)
CA,2020/11/18,"46,556","46,529","46,583",73.82,73.81,73.83,"63,065","63,024","63,106","5,311","5,302","5,320",8.42,8.32,8.52,"63,065","63,024","63,106","5,489","5,489","5,489",75.39,75.39,75.39,"7,281","7,281","7,281",POINT (-119.662127 37.211164)
CT,2020/11/18,"6,072","6,072","6,072",74.19,74.19,74.19,"8,184","8,184","8,184","1,003","1,003","1,003",12.26,12.26,12.26,"8,184","8,184","8,184",582,582,582,55.17,55.17,55.17,"1,055","1,055","1,055",POINT (-72.738288 41.575155)
DC,2020/11/18,"2,449","2,449","2,449",83.53,83.53,83.53,"2,932","2,932","2,932",225,225,225,7.67,7.67,7.67,"2,932","2,932","2,932",289,289,289,86.53,86.53,86.53,334,334,334,POINT (-77.016275 38.904785)
GA,2020/11/18,"15,239","15,239","15,239",79.97,79.97,79.97,"19,055","19,055","19,055","2,095","2,094","2,096",10.99,10.99,10.99,"19,055","19,055","19,055","2,196","2,195","2,197",83.53,83.53,83.53,"2,629","2,629","2,629",POINT (-83.426574 32.638481)
ID,2020/11/18,"1,970","1,970","1,970",60.24,60.24,60.24,"3,270","3,270","3,270",430,430,430,13.15,13.15,13.15,"3,270","3,270","3,270",205,205,205,70.45,70.45,70.45,291,291,291,POINT (-114.659366 44.389073)
IN,2020/11/18,"11,391","11,391","11,391",68.85,68.85,68.85,"16,544","16,544","16,544","3,034","3,033","3,036",18.34,18.34,18.34,"16,544","16,544","16,544","1,706","1,705","1,706",78.78,78.78,78.78,"2,165","2,165","2,165",POINT (-86.2818 39.919991)
KS,2020/11/18,"4,800","4,796","4,803",62.66,62.4,62.91,"7,660","7,649","7,671","1,141","1,141","1,141",14.9,14.79,15.01,"7,660","7,649","7,671",663,663,663,82.88,82.88,82.88,800,800,800,POINT (-98.38018 38.484729)
LA,2020/11/18,"8,864","8,864","8,864",69.06,69.06,69.06,"12,836","12,836","12,836",855,854,856,6.78,6.78,6.78,"12,836","12,836","12,836","1,308","1,307","1,308",72.08,72.08,72.08,"1,814","1,814","1,814",POINT (-91.840238 30.921314)
MD,2020/11/18,"8,468","8,374","8,562",83.6,83.6,83.6,"10,129","10,129","10,129","1,542","1,542","1,542",15.22,15.22,15.22,"10,129","10,129","10,129","1,041","1,035","1,047",79.53,77.77,81.28,"1,309","1,299","1,319",POINT (-76.687282 38.946466)
MI,2020/11/18,"17,422","17,385","17,459",80.3,79.79,80.81,"21,697","21,656","21,738","3,848","3,847","3,849",17.74,17.57,17.9,"21,697","21,656","21,738","2,259","2,259","2,259",83.54,83.54,83.54,"2,704","2,704","2,704",POINT (-85.730977 44.874798)
AL,2020/11/19,"11,018","11,007","11,028",77.83,77.62,78.05,"14,155","14,143","14,167","1,413","1,413","1,413",9.98,9.93,10.03,"14,155","14,143","14,167","1,283","1,283","1,283",85.48,85.48,85.48,"1,501","1,501","1,501",POINT (-86.844516 32.756889)
AZ,2020/11/19,"10,161","10,161","10,161",74.54,74.54,74.54,"13,632","13,632","13,632","1,812","1,808","1,815",13.31,13.31,13.31,"13,632","13,632","13,632","1,251","1,248","1,254",63.05,63.05,63.05,"1,984","1,984","1,984",POINT (-111.664616 34.293239)
CA,2020/11/19,"46,572","46,529","46,616",73.88,73.71,74.06,"63,034","62,972","63,096","5,484","5,476","5,491",8.7,8.62,8.78,"63,034","62,972","63,096","5,476","5,476","5,476",75.05,75.05,75.05,"7,296","7,296","7,296",POINT (-119.662127 37.211164)
CT,2020/11/19,"6,005","6,005","6,005",73.23,73.23,73.23,"8,200","8,200","8,200","1,015","1,015","1,015",12.38,12.38,12.38,"8,200","8,200","8,200",559,559,559,52.99,52.99,52.99,"1,055","1,055","1,055",POINT (-72.738288 41.575155)
DC,2020/11/19,"2,438","2,438","2,438",82.98,82.98,82.98,"2,938","2,938","2,938",224,224,224,7.62,7.62,7.62,"2,938","2,938","2,938",279,279,279,82.79,82.79,82.79,337,337,337,POINT (-77.016275 38.904785)
GA,2020/11/19,"15,076","15,046","15,107",79.62,79.09,80.16,"18,935","18,893","18,977","2,138","2,134","2,141",11.29,11.11,11.47,"18,935","18,893","18,977","2,196","2,193","2,199",83.75,83.28,84.22,"2,622","2,616","2,628",POINT (-83.426574 32.638481)
ID,2020/11/19,"1,933","1,933","1,933",62.03,62.03,62.03,"3,116","3,116","3,116",444,444,445,14.27,14.27,14.27,"3,116","3,116","3,116",196,196,196,68.53,68.53,68.53,286,286,286,POINT (-114.659366 44.389073)
IN,2020/11/19,"11,438","11,438","11,438",69.12,69.12,69.12,"16,547","16,547","16,547","3,040","3,040","3,040",18.37,18.37,18.37,"16,547","16,547","16,547","1,679","1,679","1,679",78.2,78.2,78.2,"2,147","2,147","2,147",POINT (-86.2818 39.919991)
KS,2020/11/19,"4,795","4,791","4,799",62.79,62.54,63.03,"7,637","7,627","7,647","1,110","1,108","1,112",14.53,14.34,14.73,"7,637","7,627","7,647",675,675,675,84.48,84.48,84.48,799,799,799,POINT (-98.38018 38.484729)
LA,2020/11/19,"8,892","8,892","8,892",69.12,69.12,69.12,"12,864","12,864","12,864",883,882,884,6.99,6.99,6.99,"12,864","12,864","12,864","1,334","1,334","1,334",72.98,72.98,72.98,"1,828","1,828","1,828",POINT (-91.840238 30.921314)
MD,2020/11/19,"8,314","8,314","8,314",82.68,82.68,82.68,"10,056","10,056","10,056","1,594","1,593","1,595",15.85,15.85,15.85,"10,056","10,056","10,056","1,037","1,037","1,037",80.89,80.89,80.89,"1,282","1,282","1,282",POINT (-76.687282 38.946466)
MI,2020/11/19,"17,161","17,159","17,162",79.22,79.1,79.34,"21,662","21,648","21,676","3,870","3,868","3,871",17.86,17.8,17.93,"21,662","21,648","21,676","2,246","2,246","2,246",83.68,83.68,83.68,"2,684","2,684","2,684",POINT (-85.730977 44.874798)
AL,2020/11/20,"10,805","10,803","10,807",76.3,76.24,76.37,"14,161","14,156","14,166","1,398","1,397","1,400",9.88,9.82,9.94,"14,161","14,156","14,166","1,304","1,302","1,305",86.61,86.37,86.86,"1,505","1,505","1,505",POINT (-86.844516 32.756889)
AZ,2020/11/20,"10,300","10,299","10,302",74.98,74.98,74.98,"13,737","13,737","13,737","1,895","1,895","1,895",13.82,13.82,13.82,"13,737","13,737","13,737","1,306","1,303","1,309",66.03,66.03,66.03,"1,978","1,978","1,978",POINT (-111.664616 34.293239)
CA,2020/11/20,"46,255","45,989","46,520",73.62,72.28,74.97,"62,825","62,487","63,163","5,732","5,692","5,773",9.12,8.59,9.66,"62,825","62,487","63,163","5,485","5,442","5,527",74.91,73.12,76.7,"7,322","7,271","7,372",POINT (-119.662127 37.211164)
CT,2020/11/20,"5,988","5,988","5,988",73.09,73.09,73.09,"8,193","8,193","8,193","1,021","1,021","1,021",12.46,12.46,12.46,"8,193","8,193","8,193",578,578,578,54.79,54.79,54.79,"1,055","1,055","1,055",POINT (-72.738288 41.575155)
DC,2020/11/20,"2,422","2,422","2,422",82.44,82.44,82.44,"2,938","2,938","2,938",216,216,216,7.35,7.35,7.35,"2,938","2,938","2,938",277,277,277,81.95,81.95,81.95,338,338,338,POINT (-77.016275 38.904785)
GA,2020/11/20,"14,931","14,913","14,949",78.9,78.57,79.24,"18,923","18,895","18,951","2,132","2,130","2,133",11.26,11.16,11.37,"18,923","18,895","18,951","2,178","2,177","2,180",83.37,83.21,83.54,"2,613","2,611","2,615",POINT (-83.426574 32.638481)
ID,2020/11/20,"1,900","1,900","1,900",60.78,60.78,60.78,"3,126","3,126","3,126",418,418,419,13.39,13.39,13.39,"3,126","3,126","3,126",197,197,197,68.64,68.64,68.64,287,287,287,POINT (-114.659366 44.389073)
IN,2020/11/20,"11,340","11,340","11,340",68.51,68.51,68.51,"16,552","16,552","16,552","3,135","3,135","3,135",18.94,18.94,18.94,"16,552","16,552","16,552","1,660","1,660","1,661",77.41,77.41,77.41,"2,145","2,145","2,145",POINT (-86.2818 39.919991)
KS,2020/11/20,"4,684","4,681","4,687",61.9,61.67,62.13,"7,567","7,557","7,577","1,177","1,177","1,177",15.55,15.45,15.66,"7,567","7,557","7,577",646,646,646,81.67,81.67,81.67,791,791,791,POINT (-98.38018 38.484729)
LA,2020/11/20,"8,767","8,767","8,767",69.03,69.03,69.03,"12,700","12,700","12,700",855,850,860,6.85,6.85,6.85,"12,700","12,700","12,700","1,290","1,290","1,290",72.35,72.35,72.35,"1,783","1,783","1,783",POINT (-91.840238 30.921314)
MD,2020/11/20,"8,273","8,273","8,273",81.83,81.83,81.83,"10,110","10,110","10,110","1,560","1,560","1,560",15.43,15.43,15.43,"10,110","10,110","10,110","1,036","1,036","1,036",76.57,76.57,76.57,"1,353","1,353","1,353",POINT (-76.687282 38.946466)
MI,2020/11/20,"17,300","17,291","17,310",80,79.46,80.53,"21,626","21,563","21,689","3,955","3,955","3,955",18.29,18.04,18.54,"21,626","21,563","21,689","2,250","2,250","2,250",83.89,83.8,83.99,"2,682","2,681","2,683",POINT (-85.730977 44.874798)
AL,2020/11/21,"10,189","10,178","10,200",72.07,71.81,72.34,"14,137","14,121","14,153","1,451","1,449","1,453",10.26,10.16,10.37,"14,137","14,121","14,153","1,297","1,297","1,297",86.47,86.47,86.47,"1,500","1,500","1,500",POINT (-86.844516 32.756889)
AZ,2020/11/21,"10,037","10,004","10,071",73.64,72.74,74.55,"13,630","13,574","13,686","1,945","1,935","1,954",14.29,13.81,14.77,"13,630","13,574","13,686","1,308","1,300","1,315",65.7,64.49,66.92,"1,990","1,981","1,999",POINT (-111.664616 34.293239)
CA,2020/11/21,"45,184","45,102","45,266",72.6,72.28,72.92,"62,234","62,174","62,294","5,955","5,940","5,971",9.57,9.4,9.73,"62,234","62,174","62,294","5,446","5,443","5,448",74.58,74.46,74.7,"7,302","7,299","7,305",POINT (-119.662127 37.211164)
CT,2020/11/21,"5,878","5,878","5,878",71.8,71.8,71.8,"8,187","8,187","8,187","1,006","1,006","1,006",12.29,12.29,12.29,"8,187","8,187","8,187",597,597,597,56.59,56.59,56.59,"1,055","1,055","1,055",POINT (-72.738288 41.575155)
DC,2020/11/21,"2,345","2,345","2,345",80.31,80.31,80.31,"2,920","2,920","2,920",228,228,228,7.81,7.81,7.81,"2,920","2,920","2,920",277,277,277,82.2,82.2,82.2,337,337,337,POINT (-77.016275 38.904785)
